Image,Word,Writer
c03-084b-06-03.png,unfamiliar,c03-084b-06
f03-174-01-10.png,audience,f03-174-01
a03-043-02-01.png,as,a03-043-02
c03-003d-02-07.png,of,c03-003d-02
a03-066-07-05.png,year,a03-066-07
c04-013-02-08.png,get,c04-013-02
e02-086-08-01.png,increases,e02-086-08
a01-117u-09-03.png,drug,a01-117u-09
a04-010-07-03.png,report,a04-010-07
b05-088-02-07.png,big,b05-088-02
k04-022-02-10.png,continually,k04-022-02
e07-094-07-00.png,that,e07-094-07
b03-104-06-01.png,than,b03-104-06
g06-011m-04-08.png,he,g06-011m-04
a01-026u-01-05.png,night,a01-026u-01
c06-031-06-08.png,is,c06-031-06
c06-005-07-03.png,occasional,c06-005-07
a01-091-09-02.png,beyond,a01-091-09
e01-092-06-09.png,uniform,e01-092-06
c04-050-03-07.png,sister,c04-050-03
c02-078-02-08.png,it,c02-078-02
b01-053-02-06.png,nations,b01-053-02
b05-017-04-05.png,the,b05-017-04
e07-012-06-07.png,on,e07-012-06
g04-088-10-02.png,back,g04-088-10
r06-090-02-02.png,evening,r06-090-02
g06-037f-06-08.png,symptoms,g06-037f-06
g04-098-04-07.png,were,g04-098-04
e07-086-03-00.png,with,e07-086-03
g06-045j-06-02.png,a,g06-045j-06
f01-070-07-09.png,ultimate,f01-070-07
e02-117-00-04.png,limited,e02-117-00
g06-045g-02-08.png,that,g06-045g-02
c04-056-05-06.png,timing,c04-056-05
a06-128-05-02.png,has,a06-128-05
b01-057-07-09.png,us,b01-057-07
a03-006-07-01.png,known,a03-006-07
a06-039-03-04.png,was,a06-039-03
f04-028-00-06.png,there,f04-028-00
g06-050k-00-06.png,to,g06-050k-00
r06-049-09-03.png,himself,r06-049-09
g06-026e-01-04.png,best,g06-026e-01
b05-083-04-01.png,word,b05-083-04
g06-042i-04-06.png,his,g06-042i-04
g01-000-05-05.png,was,g01-000-05
c06-039-05-05.png,into,c06-039-05
e02-094-02-01.png,partly,e02-094-02
c04-017-00-05.png,heck,c04-017-00
g06-050b-00-02.png,action,g06-050b-00
g06-031c-06-06.png,a,g06-031c-06
a03-023-07-04.png,the,a03-023-07
c03-021a-02-01.png,from,c03-021a-02
b01-004-01-07.png,be,b01-004-01
e04-038-01-04.png,bite,e04-038-01
c03-087c-06-05.png,way,c03-087c-06
h04-025-02-03.png,children,h04-025-02
a01-000x-01-08.png,made,a01-000x-01
r02-060-01-02.png,came,r02-060-01
a04-069-02-07.png,nuclear,a04-069-02
r02-065-02-07.png,paper,r02-065-02
f01-053-05-08.png,the,f01-053-05
g06-047f-02-12.png,among,g06-047f-02
g05-087-01-04.png,the,g05-087-01
a01-091-03-00.png,censure,a01-091-03
g06-011c-06-09.png,man,g06-011c-06
c03-000f-07-02.png,and,c03-000f-07
g06-026f-03-01.png,of,g06-026f-03
b01-127-03-07.png,other,b01-127-03
g04-104-08-01.png,who,g04-104-08
r06-066-08-00.png,could,r06-066-08
a03-047-05-03.png,diplomatist,a03-047-05
g06-011a-00-07.png,still,g06-011a-00
a03-023-02-03.png,and,a03-023-02
b01-089-07-05.png,that,b01-089-07
g06-026g-04-01.png,of,g06-026g-04
c03-016b-01-03.png,situation,c03-016b-01
g06-037c-04-03.png,in,g06-037c-04
b04-066-03-06.png,its,b04-066-03
c04-066-00-05.png,records,c04-066-00
b06-056-09-00.png,and,b06-056-09
a03-014-05-02.png,have,a03-014-05
g06-050k-03-01.png,patient,g06-050k-03
c03-016d-06-00.png,the,c03-016d-06
a06-075-01-04.png,to,a06-075-01
r06-057-05-00.png,the,r06-057-05
g06-050m-05-05.png,a,g06-050m-05
b04-010-04-02.png,careful,b04-010-04
e04-015-00-04.png,hardboard,e04-015-00
e01-059-06-02.png,collar,e01-059-06
c04-056-08-01.png,with,c04-056-08
r06-097-02-06.png,in,r06-097-02
b01-122-00-02.png,impossible,b01-122-00
e01-107-00-05.png,made,e01-107-00
a02-042-01-08.png,measures,a02-042-01
a01-030u-08-05.png,had,a01-030u-08
b04-060-01-09.png,if,b04-060-01
a06-020-01-14.png,rules,a06-020-01
g06-031h-07-06.png,knows,g06-031h-07
e02-086-04-03.png,be,e02-086-04
r03-035-04-04.png,it,r03-035-04
c06-043-07-01.png,of,c06-043-07
a02-046-03-00.png,demonstrators,a02-046-03
f01-085-01-05.png,ultimate,f01-085-01
r02-131-03-04.png,time,r02-131-03
a01-030-07-05.png,conference,a01-030-07
g06-050c-07-05.png,he,g06-050c-07
r02-054-05-03.png,key,r02-054-05
a04-031-09-01.png,to,a04-031-09
g06-047h-02-07.png,than,g06-047h-02
b01-033-03-06.png,made,b01-033-03
a01-053u-08-07.png,it,a01-053u-08
c03-021f-04-04.png,much,c03-021f-04
c03-000a-03-00.png,an,c03-000a-03
a01-058-00-03.png,ready,a01-058-00
a04-096-02-06.png,it,a04-096-02
r03-026-06-11.png,the,r03-026-06
c03-081d-09-04.png,intelligence,c03-081d-09
b05-055-01-09.png,batsman,b05-055-01
b06-093-00-01.png,should,b06-093-00
h04-007-03-03.png,with,h04-007-03
b04-202-03-05.png,rival,b04-202-03
a01-082u-06-00.png,did,a01-082u-06
a02-017-00-08.png,from,a02-017-00
e04-058-05-06.png,from,e04-058-05
g05-098-03-06.png,bound,g05-098-03
c03-000a-02-06.png,been,c03-000a-02
b04-075-03-07.png,will,b04-075-03
c02-082-05-00.png,the,c02-082-05
g04-026-03-09.png,altos,g04-026-03
b06-082-04-02.png,future,b06-082-04
c02-007-02-03.png,exhibition,c02-007-02
c03-007c-03-05.png,school,c03-007c-03
b06-023-00-02.png,divisions,b06-023-00
e07-003-07-02.png,by,e07-003-07
b03-098-05-07.png,of,b03-098-05
b01-057-00-02.png,advertisement,b01-057-00
a06-008-07-01.png,a,a06-008-07
b01-073-06-08.png,be,b01-073-06
c04-008-01-02.png,by,c04-008-01
a02-120-04-02.png,in,a02-120-04
a06-114-04-01.png,or,a06-114-04
g06-047m-08-01.png,in,g06-047m-08
c01-009-02-02.png,a,c01-009-02
b01-057-09-01.png,of,b01-057-09
a02-037-01-05.png,powerful,a02-037-01
b05-050-07-02.png,with,b05-050-07
f01-139-05-00.png,nowadays,f01-139-05
c03-021a-04-06.png,mother,c03-021a-04
g06-011k-00-08.png,delighted,g06-011k-00
g06-037e-05-09.png,the,g06-037e-05
b01-018-05-07.png,racist,b01-018-05
k04-017-05-03.png,with,k04-017-05
g05-094-03-01.png,of,g05-094-03
a03-034-03-09.png,and,a03-034-03
a01-072u-04-04.png,a,a01-072u-04
c03-016c-06-07.png,but,c03-016c-06
c03-000f-06-04.png,from,c03-000f-06
g06-011h-02-02.png,permitted,g06-011h-02
g06-026a-01-04.png,is,g06-026a-01
g06-026i-02-08.png,one,g06-026i-02
e07-003-07-07.png,native,e07-003-07
g06-050m-00-03.png,was,g06-050m-00
g06-031a-04-02.png,the,g06-031a-04
b06-049-03-05.png,chosen,b06-049-03
e02-091-04-04.png,majority,e02-091-04
g06-047d-00-02.png,man,g06-047d-00
g06-031c-00-08.png,he,g06-031c-00
b06-053-01-03.png,then,b06-053-01
b03-109-00-08.png,is,b03-109-00
g06-047j-01-02.png,described,g06-047j-01
a03-017-04-05.png,strict,a03-017-04
g06-037f-01-14.png,an,g06-037f-01
g05-094-07-05.png,so,g05-094-07
c06-128-06-04.png,hand,c06-128-06
g06-018f-05-01.png,high,g06-018f-05
f01-135-02-02.png,am,f01-135-02
a01-058x-06-06.png,to,a01-058x-06
a06-025-02-04.png,up,a06-025-02
g06-026h-02-09.png,word,g06-026h-02
a06-124-00-07.png,it,a06-124-00
a06-134-07-07.png,world,a06-134-07
c02-082-09-05.png,even,c02-082-09
g06-018b-03-07.png,usual,g06-018b-03
a02-093-07-06.png,is,a02-093-07
g06-031b-08-01.png,must,g06-031b-08
g06-018j-04-01.png,place,g06-018j-04
r03-056-05-08.png,they,r03-056-05
a01-132-06-03.png,service,a01-132-06
a01-132u-08-06.png,regular,a01-132u-08
c01-009-07-05.png,is,c01-009-07
e01-059-03-06.png,at,e01-059-03
b04-004-01-03.png,than,b04-004-01
a01-049u-01-06.png,a,a01-049u-01
c03-081f-02-01.png,herself,c03-081f-02
g05-094-03-07.png,by,g05-094-03
e01-092-04-00.png,nor,e01-092-04
f02-020-04-03.png,for,f02-020-04
a01-007u-04-06.png,number,a01-007u-04
b01-079-06-01.png,to,b01-079-06
b04-187-02-12.png,in,b04-187-02
c02-030-03-07.png,people,c02-030-03
c03-081b-02-04.png,be,c03-081b-02
g06-042d-02-07.png,believed,g06-042d-02
c04-056-03-02.png,this,c04-056-03
c03-003f-08-04.png,the,c03-003f-08
a01-043x-01-05.png,defended,a01-043x-01
g06-037e-00-07.png,may,g06-037e-00
a05-048-01-02.png,voters,a05-048-01
c03-096f-04-02.png,which,c03-096f-04
g06-050a-03-00.png,and,g06-050a-03
g06-011j-10-05.png,very,g06-011j-10
g04-095-07-04.png,into,g04-095-07
a06-004-05-03.png,and,a06-004-05
g01-000-04-00.png,one,g01-000-04
b05-038-07-07.png,of,b05-038-07
b06-068-08-06.png,her,b06-068-08
r02-109-07-02.png,mother,r02-109-07
c03-021c-02-05.png,by,c03-021c-02
a05-000-01-06.png,likely,a05-000-01
c02-056-00-05.png,being,c02-056-00
a06-008-05-05.png,like,a06-008-05
g06-026e-01-09.png,ever,g06-026e-01
r06-126-09-04.png,the,r06-126-09
e07-108-00-05.png,for,e07-108-00
c03-094c-06-00.png,their,c03-094c-06
a02-072-01-01.png,mean,a02-072-01
g06-050k-03-02.png,and,g06-050k-03
a01-043u-01-00.png,resume,a01-043u-01
e04-083-00-01.png,edges,e04-083-00
a04-072-05-00.png,was,a04-072-05
r02-078-03-07.png,barrier,r02-078-03
g06-011m-00-06.png,he,g06-011m-00
a03-006-04-02.png,and,a03-006-04
a06-070-06-08.png,end,a06-070-06
b01-113-01-09.png,as,b01-113-01
g06-042f-01-04.png,found,g06-042f-01
g06-045m-00-06.png,first,g06-045m-00
a04-000-04-05.png,of,a04-000-04
a03-047-00-03.png,for,a03-047-00
a02-057-02-00.png,people,a02-057-02
b04-047-02-13.png,a,b04-047-02
e04-083-02-03.png,cut,e04-083-02
a01-102u-03-08.png,went,a01-102u-03
g06-018d-04-00.png,place,g06-018d-04
a01-122-02-11.png,have,a01-122-02
a01-058-03-01.png,said,a01-058-03
e01-032-06-04.png,can,e01-032-06
n02-146-00-02.png,tempted,n02-146-00
b01-089-09-01.png,that,b01-089-09
b05-062-02-03.png,washed,b05-062-02
g06-047j-05-03.png,in,g06-047j-05
b04-181-06-07.png,they,b04-181-06
a04-103-01-03.png,whole,a04-103-01
a06-147-03-08.png,a,a06-147-03
c03-081d-03-01.png,our,c03-081d-03
r06-044-02-00.png,throttled,r06-044-02
a03-014-05-03.png,been,a03-014-05
f04-004-01-06.png,the,f04-004-01
c03-021b-06-07.png,you,c03-021b-06
g06-018f-02-17.png,this,g06-018f-02
a05-099-06-01.png,of,a05-099-06
c03-081d-02-01.png,herself,c03-081d-02
e07-101-04-02.png,superior,e07-101-04
b04-010-00-08.png,but,b04-010-00
c02-059-04-03.png,films,c02-059-04
g06-026k-04-01.png,of,g06-026k-04
b04-075-01-09.png,have,b04-075-01
e07-108-00-06.png,plants,e07-108-00
b05-045-00-03.png,assembler,b05-045-00
c02-056-02-01.png,film,c02-056-02
c04-089-04-07.png,the,c04-089-04
r02-127-01-05.png,failed,r02-127-01
b06-027-09-03.png,last,b06-027-09
g05-098-00-09.png,matter,g05-098-00
r06-062-07-06.png,of,r06-062-07
e04-008-01-04.png,cut,e04-008-01
b01-038-02-01.png,now,b01-038-02
g06-037d-00-10.png,false,g06-037d-00
c03-016c-01-00.png,intense,c03-016c-01
f02-017-05-07.png,time,f02-017-05
g05-094-05-00.png,vodka,g05-094-05
p06-248-04-00.png,of,p06-248-04
a01-113u-09-02.png,done,a01-113u-09
a01-063x-06-05.png,the,a01-063x-06
c06-058-01-03.png,and,c06-058-01
a01-049x-01-04.png,by,a01-049x-01
b06-036-01-03.png,stay,b06-036-01
g06-011b-06-03.png,fast,g06-011b-06
r03-026-07-03.png,did,r03-026-07
f02-040-00-08.png,came,f02-040-00
g06-037b-01-01.png,prophet,g06-037b-01
a01-107u-00-05.png,comprehensive,a01-107u-00
a05-017-09-05.png,be,a05-017-09
g06-042k-03-04.png,on,g06-042k-03
a01-049u-06-06.png,of,a01-049u-06
a04-072-05-04.png,a,a04-072-05
f04-020-01-01.png,found,f04-020-01
g06-018e-00-10.png,back,g06-018e-00
c03-081c-00-06.png,a,c03-081c-00
a04-099-05-02.png,of,a04-099-05
f02-044-08-00.png,to,f02-044-08
a04-019-02-10.png,the,a04-019-02
a04-050-00-02.png,said,a04-050-00
b01-122-07-03.png,oppose,b01-122-07
r02-127-03-02.png,stairs,r02-127-03
a03-054-03-00.png,baker,a03-054-03
c03-081b-02-08.png,our,c03-081b-02
a01-063x-07-03.png,debt,a01-063x-07
r03-050-05-04.png,for,r03-050-05
b03-098-07-07.png,to,b03-098-07
c06-128-04-05.png,she,c06-128-04
b01-062-02-01.png,wrong,b01-062-02
b04-147-03-02.png,appointed,b04-147-03
c03-021c-03-09.png,the,c03-021c-03
g06-018m-05-06.png,there,g06-018m-05
r02-060-02-04.png,few,r02-060-02
g06-011e-03-10.png,resource,g06-011e-03
g06-031g-06-06.png,knows,g06-031g-06
a01-117u-09-02.png,the,a01-117u-09
c03-016e-02-01.png,lives,c03-016e-02
c01-066-03-04.png,to,c01-066-03
c03-021e-02-07.png,moved,c03-021e-02
a05-009-03-02.png,with,a05-009-03
b05-017-01-12.png,and,b05-017-01
g06-042l-04-05.png,brought,g06-042l-04
a05-099-07-00.png,weapons,a05-099-07
b05-079-04-05.png,of,b05-079-04
r03-084-07-06.png,companies,r03-084-07
c03-096d-06-02.png,believe,c03-096d-06
a01-113u-09-05.png,because,a01-113u-09
b06-036-03-06.png,in,b06-036-03
h05-012-03-03.png,important,h05-012-03
a06-095-08-10.png,idea,a06-095-08
g06-045b-07-03.png,studied,g06-045b-07
r06-130-08-07.png,wrong,r06-130-08
g06-042e-00-03.png,to,g06-042e-00
b06-075-01-00.png,established,b06-075-01
g06-042e-01-05.png,been,g06-042e-01
a03-073-03-00.png,only,a03-073-03
b04-175-01-03.png,more,b04-175-01
a04-019-00-12.png,the,a04-019-00
b05-074-06-04.png,on,b05-074-06
b03-025-04-09.png,religious,b03-025-04
b06-023-07-09.png,the,b06-023-07
c03-003a-02-07.png,visual,c03-003a-02
e04-058-02-07.png,to,e04-058-02
a01-058x-02-04.png,payments,a01-058x-02
a04-003-04-03.png,would,a04-003-04
a04-081-05-01.png,the,a04-081-05
e07-112-00-05.png,to,e07-112-00
f02-003-03-00.png,the,f02-003-03
e07-101-03-03.png,little,e07-101-03
b05-074-08-08.png,so,b05-074-08
g06-011g-02-01.png,him,g06-011g-02
b04-047-02-12.png,is,b04-047-02
a06-128-09-06.png,solved,a06-128-09
b02-097-06-03.png,campaign,b02-097-06
g06-042c-03-03.png,to,g06-042c-03
e02-025-01-03.png,of,e02-025-01
g05-087-05-09.png,named,g05-087-05
b04-096-04-01.png,aim,b04-096-04
b03-104-08-02.png,why,b03-104-08
c03-007b-04-07.png,worn,c03-007b-04
a06-100-05-06.png,feel,a06-100-05
a02-067-03-05.png,summonses,a02-067-03
a04-043-04-04.png,theme,a04-043-04
e07-079-07-01.png,with,e07-079-07
b05-088-06-00.png,is,b05-088-06
r02-065-01-05.png,it,r02-065-01
g06-042d-04-04.png,been,g06-042d-04
e01-025-08-06.png,show,e01-025-08
f01-053-04-05.png,find,f01-053-04
a03-011-03-05.png,more,a03-011-03
r06-090-07-00.png,sweet,r06-090-07
b05-058-02-05.png,with,b05-058-02
h04-000-05-01.png,of,h04-000-05
c03-094a-03-06.png,by,c03-094a-03
g06-018k-05-02.png,been,g06-018k-05
c03-016a-05-06.png,it,c03-016a-05
g06-031b-09-04.png,then,g06-031b-09
g06-018h-00-07.png,he,g06-018h-00
c03-021b-05-07.png,and,c03-021b-05
b04-121-00-10.png,well,b04-121-00
c03-087c-04-00.png,mable,c03-087c-04
g06-037h-00-03.png,however,g06-037h-00
e01-102-00-01.png,that,e01-102-00
a01-007-07-05.png,challenge,a01-007-07
e04-008-01-08.png,ensure,e04-008-01
a04-089-05-06.png,on,a04-089-05
g06-042k-02-04.png,early,g06-042k-02
c03-084d-04-07.png,on,c03-084d-04
b01-053-06-06.png,problems,b01-053-06
a01-132x-03-03.png,which,a01-132x-03
c04-080-06-01.png,to,c04-080-06
g06-047i-02-07.png,than,g06-047i-02
a03-030-08-01.png,by,a03-030-08
r03-035-00-06.png,about,r03-035-00
e01-032-07-05.png,one,e01-032-07
g04-014-01-08.png,church,g04-014-01
e01-102-02-05.png,delicate,e01-102-02
a06-020-04-02.png,is,a06-020-04
h04-000-06-02.png,allowances,h04-000-06
a06-064-01-04.png,to,a06-064-01
r02-109-00-03.png,teeth,r02-109-00
a06-057-03-04.png,of,a06-057-03
b06-000-00-09.png,of,b06-000-00
b04-004-03-04.png,country,b04-004-03
c03-094e-08-04.png,the,c03-094e-08
b03-025-01-04.png,much,b03-025-01
a04-019-00-10.png,satisfaction,a04-019-00
a01-102-06-00.png,needs,a01-102-06
c04-017-01-03.png,hit,c04-017-01
f02-000-03-04.png,detailed,f02-000-03
c03-016e-05-07.png,for,c03-016e-05
r02-078-05-06.png,firm,r02-078-05
g06-011b-08-02.png,man,g06-011b-08
b05-088-06-01.png,paid,b05-088-06
c03-096b-06-03.png,odd,c03-096b-06
b04-140-06-01.png,campaigns,b04-140-06
g06-037k-06-04.png,remedies,g06-037k-06
g06-037j-06-00.png,unceasing,g06-037j-06
a04-027-03-00.png,fly,a04-027-03
f01-135-08-02.png,down,f01-135-08
r02-006-08-02.png,depreciation,r02-006-08
a06-020-04-03.png,an,a06-020-04
e02-086-04-04.png,regarded,e02-086-04
c03-094d-07-04.png,their,c03-094d-07
a03-040-02-04.png,power,a03-040-02
c03-007e-06-06.png,sacred,c03-007e-06
g06-037i-05-00.png,effective,g06-037i-05
a03-050-03-03.png,and,a03-050-03
a03-066-03-07.png,a,a03-066-03
b06-087-05-04.png,the,b06-087-05
c04-035-03-09.png,but,c04-035-03
b01-057-01-00.png,for,b01-057-01
a01-026x-07-08.png,the,a01-026x-07
a03-006-05-08.png,not,a03-006-05
b03-092-03-12.png,behind,b03-092-03
g06-031d-05-09.png,must,g06-031d-05
g06-011f-05-06.png,a,g06-011f-05
b05-088-06-03.png,in,b05-088-06
g06-050k-08-01.png,but,g06-050k-08
a02-042-01-01.png,anyone,a02-042-01
b01-113-00-04.png,in,b01-113-00
a03-009-06-04.png,such,a03-009-06
a01-043x-05-02.png,of,a01-043x-05
a04-096-07-00.png,as,a04-096-07
b04-096-01-00.png,national,b04-096-01
f04-016-03-08.png,saw,f04-016-03
r03-026-10-10.png,tube,r03-026-10
a02-102-00-03.png,for,a02-102-00
c02-078-06-02.png,plot,c02-078-06
g06-037d-05-06.png,his,g06-037d-05
e04-119-01-11.png,off,e04-119-01
g06-011a-00-06.png,he,g06-011a-00
r06-143-00-02.png,train,r06-143-00
b05-032-09-08.png,workers,b05-032-09
b04-066-06-04.png,way,b04-066-06
r03-030-02-05.png,having,r03-030-02
a01-072u-02-01.png,is,a01-072u-02
a03-030-04-04.png,laying,a03-030-04
a04-023-01-08.png,and,a04-023-01
r06-103-07-01.png,a,r06-103-07
c06-095-02-02.png,spokesman,c06-095-02
a06-128-07-05.png,to,a06-128-07
e04-022-05-05.png,then,e04-022-05
b06-097-02-05.png,ending,b06-097-02
a01-003-00-04.png,some,a01-003-00
b04-107-00-01.png,the,b04-107-00
b01-004-03-03.png,the,b01-004-03
b06-059-07-03.png,still,b06-059-07
g06-037d-00-09.png,a,g06-037d-00
e07-066-03-07.png,cold,e07-066-03
a01-113-05-03.png,spending,a01-113-05
b01-049-05-02.png,new,b01-049-05
c03-087d-03-01.png,which,c03-087d-03
g04-104-05-04.png,to,g04-104-05
b03-114-04-00.png,the,b03-114-04
b06-100-02-01.png,not,b06-100-02
e04-103-04-06.png,it,e04-103-04
a02-120-07-03.png,have,a02-120-07
c02-007-02-04.png,of,c02-007-02
a01-107u-02-01.png,need,a01-107u-02
b01-057-06-02.png,problems,b01-057-06
c03-007f-04-03.png,public,c03-007f-04
b01-073-08-02.png,being,b01-073-08
b04-000-01-01.png,at,b04-000-01
b03-098-04-01.png,it,b03-098-04
c03-096c-04-06.png,he,c03-096c-04
a01-091-06-02.png,bear,a01-091-06
f01-053-07-03.png,uses,f01-053-07
r06-062-05-03.png,like,r06-062-05
c02-078-06-07.png,but,c02-078-06
b06-045-00-08.png,its,b06-045-00
b01-057-05-04.png,would,b01-057-05
g06-011j-09-04.png,change,g06-011j-09
f03-191-02-10.png,your,f03-191-02
a04-089-07-04.png,protests,a04-089-07
c03-003b-02-00.png,again,c03-003b-02
a02-053-03-04.png,on,a02-053-03
a01-058-00-02.png,is,a01-058-00
e04-083-02-05.png,on,e04-083-02
g06-042k-00-09.png,even,g06-042k-00
b03-114-02-00.png,authorities,b03-114-02
b03-109-06-06.png,this,b03-109-06
g06-011a-01-09.png,as,g06-011a-01
b04-154-01-03.png,the,b04-154-01
a01-058x-06-04.png,get,a01-058x-06
g06-026i-02-00.png,that,g06-026i-02
r02-010-05-04.png,manor,r02-010-05
c03-087e-03-01.png,left,c03-087e-03
b04-075-03-09.png,a,b04-075-03
e04-124-01-02.png,to,e04-124-01
e02-094-00-05.png,power,e02-094-00
e01-059-05-06.png,gloves,e01-059-05
b02-097-01-04.png,must,b02-097-01
a04-023-00-10.png,lunch,a04-023-00
a06-090-07-06.png,almost,a06-090-07
c03-087c-03-04.png,him,c03-087c-03
b06-100-01-04.png,college,b06-100-01
c03-007a-06-01.png,sacred,c03-007a-06
a01-030u-04-04.png,an,a01-030u-04
a06-134-03-03.png,causes,a06-134-03
c03-081f-06-04.png,scenes,c03-081f-06
k04-017-04-01.png,wondering,k04-017-04
g06-037l-02-02.png,express,g06-037l-02
a01-020x-05-00.png,rity,a01-020x-05
a05-062-00-04.png,authority,a05-062-00
c02-000-02-05.png,back,c02-000-02
c03-003f-00-02.png,not,c03-003f-00
e04-058-00-11.png,anchor,e04-058-00
f01-053-01-03.png,on,f01-053-01
g04-011-07-02.png,of,g04-011-07
e07-108-06-03.png,some,e07-108-06
c02-078-05-11.png,the,c02-078-05
c04-008-06-08.png,unscrupulous,c04-008-06
a01-007u-02-04.png,the,a01-007u-02
r02-003-04-03.png,audited,r02-003-04
e04-132-00-04.png,be,e04-132-00
r06-097-06-05.png,to,r06-097-06
a01-117-03-01.png,had,a01-117-03
a04-015-06-03.png,expansion,a04-015-06
g04-032-02-09.png,village,g04-032-02
e01-062-02-04.png,can,e01-062-02
g06-018c-03-01.png,told,g06-018c-03
g06-045g-04-01.png,was,g06-045g-04
c06-005-00-06.png,the,c06-005-00
f01-143-05-02.png,doctor,f01-143-05
a01-007u-02-00.png,sentiment,a01-007u-02
a06-147-03-07.png,even,a06-147-03
f04-028-03-00.png,tackle,f04-028-03
c03-094c-07-01.png,and,c03-094c-07
b06-100-03-00.png,scientific,b06-100-03
c03-094c-05-05.png,asked,c03-094c-05
a01-043-07-05.png,to,a01-043-07
b02-045-02-06.png,restores,b02-045-02
g04-014-00-03.png,somewhat,g04-014-00
a03-059-02-05.png,and,a03-059-02
f04-007-02-01.png,were,f04-007-02
a01-058-08-02.png,talks,a01-058-08
e07-007-03-04.png,gallon,e07-007-03
a01-003-01-00.png,large,a01-003-01
r02-006-01-03.png,relief,r02-006-01
r06-103-01-06.png,of,r06-103-01
g06-037l-08-04.png,before,g06-037l-08
a05-094-05-07.png,many,a05-094-05
g06-031g-05-07.png,had,g06-031g-05
r02-000-00-07.png,distinctions,r02-000-00
g06-031k-05-06.png,upon,g06-031k-05
a04-096-06-03.png,distinct,a04-096-06
f02-003-03-05.png,further,f02-003-03
r02-010-04-02.png,chinchilla,r02-010-04
r03-035-03-04.png,it,r03-035-03
c03-021d-04-06.png,mother,c03-021d-04
r03-115-00-03.png,than,r03-115-00
g06-031m-00-04.png,event,g06-031m-00
a01-000x-02-01.png,of,a01-000x-02
g06-018f-03-10.png,has,g06-018f-03
e07-098-00-04.png,or,e07-098-00
g06-011m-02-02.png,his,g06-011m-02
b04-116-05-08.png,give,b04-116-05
b01-127-03-05.png,can,b01-127-03
b01-038-06-03.png,will,b01-038-06
b05-088-01-08.png,of,b05-088-01
r02-078-06-02.png,playing,r02-078-06
g06-011a-07-02.png,was,g06-011a-07
b01-084-07-02.png,set,b01-084-07
f01-143-03-05.png,what,f01-143-03
c03-003a-01-01.png,throughout,c03-003a-01
g06-047h-04-02.png,men,g06-047h-04
f02-033-01-08.png,the,f02-033-01
c02-089-00-05.png,of,c02-089-00
b01-132-05-05.png,this,b01-132-05
g05-098-03-10.png,at,g05-098-03
g06-026d-05-04.png,of,g06-026d-05
g06-037f-06-09.png,had,g06-037f-06
r03-065-00-04.png,point,r03-065-00
c04-061-02-05.png,to,c04-061-02
a02-093-06-05.png,for,a02-093-06
a04-050-00-09.png,could,a04-050-00
a04-010-02-08.png,already,a04-010-02
g06-042k-01-09.png,the,g06-042k-01
b01-136-06-00.png,without,b01-136-06
b06-097-02-04.png,from,b06-097-02
a05-013-01-00.png,approval,a05-013-01
b05-083-01-08.png,a,b05-083-01
c04-056-02-06.png,the,c04-056-02
g06-018b-08-04.png,temperature,g06-018b-08
a03-054-07-05.png,he,a03-054-07
b05-071-02-01.png,used,b05-071-02
b06-056-03-00.png,time,b06-056-03
g06-045c-03-07.png,in,g06-045c-03
f04-020-04-11.png,much,f04-020-04
h04-007-08-05.png,child,h04-007-08
b04-175-07-06.png,not,b04-175-07
a02-046-03-05.png,shopgirls,a02-046-03
a03-047-06-06.png,corridors,a03-047-06
e02-086-01-07.png,minimum,e02-086-01
b04-066-05-05.png,and,b04-066-05
r06-022-06-00.png,like,r06-022-06
r02-146-03-08.png,called,r02-146-03
g06-045i-01-06.png,written,g06-045i-01
r03-050-02-04.png,down,r03-050-02
a02-032-02-07.png,now,a02-032-02
c03-016e-00-03.png,heart,c03-016e-00
g06-031e-03-01.png,fear,g06-031e-03
r06-103-03-02.png,an,r06-103-03
a02-012-00-01.png,team,a02-012-00
g06-018i-06-07.png,a,g06-018i-06
b01-057-00-03.png,on,b01-057-00
c02-012-00-01.png,unnecessary,c02-012-00
b04-107-07-07.png,minor,b04-107-07
a01-058u-06-06.png,pay,a01-058u-06
b06-032-05-05.png,familiar,b06-032-05
c03-016e-09-02.png,is,c03-016e-09
c04-017-06-04.png,to,c04-017-06
b01-089-02-00.png,justified,b01-089-02
e04-083-01-00.png,correspond,e04-083-01
e01-022-00-05.png,that,e01-022-00
a04-092-03-05.png,the,a04-092-03
a05-009-03-04.png,aspects,a05-009-03
e04-043-03-02.png,cheapness,e04-043-03
f02-044-07-00.png,ded,f02-044-07
g06-031d-05-04.png,upon,g06-031d-05
g06-047a-02-02.png,more,g06-047a-02
a06-057-01-10.png,had,a06-057-01
g06-037m-09-00.png,symptoms,g06-037m-09
e07-086-02-03.png,former,e07-086-02
a01-091u-00-03.png,the,a01-091u-00
a06-075-01-03.png,come,a06-075-01
g06-011c-09-03.png,are,g06-011c-09
a01-020-03-00.png,to,a01-020-03
a01-132-07-03.png,economic,a01-132-07
b05-045-01-05.png,sprayer,b05-045-01
a03-040-05-01.png,last,a03-040-05
g06-042m-03-01.png,believed,g06-042m-03
h05-012-01-01.png,highway,h05-012-01
a06-152-06-00.png,speech,a06-152-06
g06-042l-03-06.png,the,g06-042l-03
f01-075-04-00.png,experiences,f01-075-04
g06-018e-03-04.png,to,g06-018e-03
g06-011l-06-02.png,a,g06-011l-06
